Sell ID,Name,Type,Price
348,Bandaru Ayyappa,Bowler,"1,00,00,000"
349,Varun Chakaravarthy,All-Rounder,"2,00,00,000"
350,Hardus Viljoen,Bowler,"2,00,00,000"
351,Arshdeep Singh,Bowler,"1,00,00,000"
352,Agnivesh Ayachi,All-Rounder,"1,00,00,000"
353,M. Ashwin,Bowler,"1,00,00,000"
354,Joe Denly,Batsman,"1,00,00,000"
355,Harry Gurney,Bowler,"2,00,00,000"
356,Shrikant Mundhe,All-Rounder,"1,00,00,000"
357,Prithvi Raj Yarra,Bowler,"1,00,00,000"
358,Anrich Nortje,Bowler,"1,00,00,000"
359,Lasith Malinga,Bowler,"2,00,00,000"
360,Yuvraj Singh,All-Rounder,"1,00,00,000"
361,Anmolpreet Singh,Batsman,"2,00,00,000"
362,Pankaj Jaswal,All-Rounder,"1,00,00,000"
363,Ashton Turner,All-Rounder,"2,00,00,000"
364,Liam Livingstone,All-Rounder,"2,00,00,000"
365,Shubham Ranjane,All-Rounder,"1,00,00,000"
366,Akshdeep Nath,All-Rounder,"1,00,00,000"
367,Prayas Ray Barman,All-Rounder,"1,50,00,000"
368,Himmat Singh,Batsman,"2,00,00,000"
369,Heinrich Klaasen,Wicket Keeper,"2,00,00,000"
370,Devdutt Padikkal,Batsman,"1,00,00,000"
371,Milind Kumar,All-Rounder,"1,00,00,000"
372,Vijay Shankar,All-Rounder,"1,00,00,000"
373,Gautam Gambhir,Batsman,"1,00,00,000"
374,Trent Boult,Bowler,"1,00,00,000"
375,Colin Munro,All-Rounder,"1,90,00,000"
376,Daniel Christian,All-Rounder,"1,50,00,000"
377,Prithvi Shaw,Batsman,"1,20,00,000"
378,Gurkeerat Singh Mann,All-Rounder,"2,00,00,000"
379,Avesh Khan,Bowler,"2,00,00,000"
380,Abhishek Sharma,All-Rounder,"2,00,00,000"
381,Manjot Kalra,Batsman,"1,00,00,000"
382,Sandeep Lamichhane,Bowler,"1,00,00,000"
383,KL Rahul,Batsman,"2,00,00,000"
384,Ravichandran Ashwin,All-Rounder,"2,00,00,000"
385,Aaron Finch,Batsman,"2,00,00,000"
386,Marcus Stoinis,All-Rounder,"2,00,00,000"
387,Christopher Gayle,Batsman,"2,00,00,000"
388,Ben Dwarshuis,Bowler,"1,40,00,000"
389,Manzoor Dar,All-Rounder,"1,00,00,000"
390,Pardeep Sahu,Bowler,"1,00,00,000"
391,Mitchell Starc,Bowler,"2,00,00,000"
392,Robin Uthappa,Wicket Keeper,"2,00,00,000"
393,Kuldeep Singh Yadav,Bowler,"2,00,00,000"
394,Mitchell Johnson,Bowler,"2,00,00,000"
395,Shubman Gill,Batsman,"1,80,00,000"
396,Ranganath Vinay Kumar,Bowler,"1,00,00,000"
397,Cameron Delport,All-Rounder,"1,00,00,000"
398,Javon Searless,All-Rounder,"1,00,00,000"
399,Apoorv Vijay Wankhade,Batsman,"1,00,00,000"
400,Ishank Jaggi,Batsman,"1,00,00,000"
401,Kieron Pollard,All-Rounder,"2,00,00,000"
402,Pradeep Sangwan,Bowler,"1,50,00,000"
403,Jean-Paul Duminy,All-Rounder,"1,00,00,000"
404,Saurabh Tiwary,Batsman,"2,00,00,000"
405,Tajinder Dhillon,All-Rounder,"2,00,00,000"
406,Akila Dhananjaya,Bowler,"2,00,00,000"
407,Nidheesh M D Dinesan,Bowler,"1,00,00,000"
408,Siddhesh Dinesh Lad,Batsman,"1,00,00,000"
409,Sharad Lumba,Batsman,"1,00,00,000"
410,Mohsin Khan,Bowler,"1,00,00,000"
411,Sanju Samson,Wicket Keeper,"2,00,00,000"
412,Krishnappa Gowtham,Bowler,"2,00,00,000"
413,Jos Buttler,Wicket Keeper,"1,00,00,000"
414,Ajinkya Rahane,Batsman,"1,00,00,000"
415,Darcy Short,All-Rounder,"1,00,00,000"
416,Dhawal Kulkarni,Bowler,"2,00,00,000"
417,Zahir Khan Pakteen,Bowler,"2,00,00,000"
418,Ben Laughlin,Bowler,"2,00,00,000"
419,Stuart Binny,All-Rounder,"2,00,00,000"
420,Anureet Singh,Bowler,"1,00,00,000"
421,Aryaman Vikram Birla,All-Rounder,"1,00,00,000"
422,Midhun S,All-Rounder,"1,00,00,000"
423,Prashant Chopra,Wicket Keeper,"1,00,00,000"
424,Jatin Saxena,All-Rounder,"1,00,00,000"
425,Ankit Sharma,All-Rounder,"1,00,00,000"
426,Yuzvendra Singh Chahal,Bowler,"2,00,00,000"
427,Brendon McCullum,Batsman,"1,00,00,000"
428,M.S. Washington Sundar,All-Rounder,"1,00,00,000"
429,Navdeep Saini,Bowler,"1,00,00,000"
430,Mohammed Siraj,Bowler,"1,00,00,000"
431,Colin De Grandhomme,All-Rounder,"1,00,00,000"
432,Parthiv Patel,Wicket Keeper,"1,70,00,000"
433,Moeen Ali,All-Rounder,"1,70,00,000"
434,Anirudha Ashok Joshi,All-Rounder,"1,00,00,000"
435,Rashid Khan Arman,Bowler,"2,00,00,000"
436,Siddarth Kaul,Bowler,"1,00,00,000"
437,Carlos Brathwaite,All-Rounder,"2,00,00,000"
438,Shakib Al Hasan,All-Rounder,"2,00,00,000"
439,Yusuf Pathan,All-Rounder,"1,90,00,000"
440,Shreevats Goswami,Wicket Keeper,"1,00,00,000"
441,Billy Stanlake,Batsman,"2,00,00,000"
442,Bipul Sharma,All-Rounder,"1,00,00,000"
443,Syed Mehdi Hasan,All-Rounder,"1,00,00,000"
444,Tanmay Agarwal,Batsman,"1,00,00,000"
445,Basil Thampi,Bowler,"2,00,00,000"
446,Manpreet Gony,Bowler,"2,00,00,000"
447,Munaf Patel,Bowler,"1,00,00,000"
448,Akshdeep Nath,All-Rounder,"10,00,000"
449,Shubam Agrawal,All-Rounder,"10,00,000"
450,Tejas Singh Baroka,Bowler,"10,00,000"
451,Chirag Suri,Batsman,"10,00,000"
452,Shelley Shaurya,Bowler,"10,00,000"
453,Matt Henry,Bowler,"2,00,00,000"
454,Martin Guptill,Batsman,"2,00,00,000"
455,Darren Sammy,All-Rounder,"1,00,00,000"
456,Darren Bravo,Batsman,"2,00,00,000"
457,Sayan Ghosh,Bowler,"10,00,000"
458,R. Sanjay Yadav,All-Rounder,"10,00,000"
459,Karn Sharma,All-Rounder,"1,00,00,000"
460,Krishnappa Gowtham,All-Rounder,"2,00,00,000"
461,Asela Gunarathna,Batsman,"1,00,00,000"
462,Manoj Tiwary,Batsman,"2,00,00,000"
463,Saurabh Kumar,Bowler,"10,00,000"
464,Milind Tandon,All-Rounder,"10,00,000"
465,Rahul Ajay Tripathi,All-Rounder,"10,00,000"
466,Aniket Choudhary,Bowler,"2,00,00,000"
467,Billy Stanlake,Bowler,"1,00,00,000"
468,Praveen Kumar,Bowler,"1,00,00,000"
469,Dale Steyn,Bowler,"1,00,00,000"
470,Dwayne Smith,All-Rounder,"1,00,00,000"
471,Andrew Tye,All-Rounder,"2,00,00,000"
472,Jaydev Shah,All-Rounder,"1,00,00,000"
473,Shivil Kaushik,Bowler,"10,00,000"
474,Sarabjit Ladda,Bowler,"10,00,000"
475,Umang Sharma,Batsman,"10,00,000"
476,Paras Dogra,Batsman,"10,00,000"
477,Kyle Abbott,Bowler,"1,00,00,000"
478,K.C. Cariappa,Bowler,"2,00,00,000"
479,Farhaan Behardien,All-Rounder,"1,00,00,000"
480,Armaan Jaffer,Batsman,"10,00,000"
481,John Hastings,Bowler,"1,30,00,000"
482,Rajagopal Sathish,All-Rounder,"1,00,00,000"
483,Manan Ajay Sharma,All-Rounder,"10,00,000"
484,Krunal Pandya,All-Rounder,"2,00,00,000"
485,Kishore Pramod Kamath,All-Rounder,"1,40,00,000"
486,Irfan Pathan,All-Rounder,"1,00,00,000"
487,Rajat Bhatia,All-Rounder,"2,00,00,000"
488,Scott Boland,Bowler,"2,00,00,000"
489,Peter Handscomb,Wicket Keeper,"1,00,00,000"
490,Rudra Pratap Singh,Bowler,"1,00,00,000"
491,Ishwar Chandra Pandey,Bowler,"1,00,00,000"
492,Jaskaran Singh,Bowler,"10,00,000"
493,Baba Aparajith,All-Rounder,"10,00,000"
494,Shane Watson,All-Rounder,"2,00,00,000"
495,Stuart Binny,All-Rounder,"2,00,00,000"
496,Samuel Badree,Bowler,"2,00,00,000"
497,Vikramjeet Malik,Bowler,"1,00,00,000"
498,Akshay Karnewar,All-Rounder,"10,00,000"
499,Vikas Tokas,Bowler,"10,00,000"
500,Ashish Nehra,Bowler,"2,00,00,000"
501,Barinder Singh Sran,Bowler,"1,20,00,000"
502,Abhimanyu Mithun,Bowler,"1,00,00,000"
503,Tirumalasetti Suman,Batsman,"10,00,000"
504,Angelo Mathews,All-Rounder,"2,00,00,000"
505,Gurinder Sandhu,Bowler,"1,70,00,000"
506,Domnic Joseph Muthuswamy,Bowler,"2,00,00,000"
507,Albie Morkel,All-Rounder,"1,00,00,000"
508,C.M. Gautam,Wicket Keeper,"1,00,00,000"
509,K.K. Jiyaz,Bowler,"10,00,000"
510,Murali Vijay,Batsman,"1,00,00,000"
511,Yogesh Gowalkar,All-Rounder,"10,00,000"
512,James Neesham,All-Rounder,"2,00,00,000"
513,Brad Hogg,Bowler,"2,00,00,000"
514,Aditya Garhwal,All-Rounder,"1,00,00,000"
515,Sumit Narwal,All-Rounder,"10,00,000"
516,Vaibhav Rawal,All-Rounder,"10,00,000"
517,Pragyan Ojha,Bowler,"2,00,00,000"
518,Mitchell McClenaghan,Bowler,"1,00,00,000"
519,Aiden Blizzard,Batsman,"1,00,00,000"
520,Hardik Pandya,All-Rounder,"10,00,000"
521,Akshay Wakhare,Bowler,"10,00,000"
522,J. Suchitch,All-Rounder,"10,00,000"
523,Juan Theron,Bowler,"1,00,00,000"
524,Dinesh Salunkhe,All-Rounder,"10,00,000"
525,Sagar Trivedi,All-Rounder,"10,00,000"
526,Sarfaraz Naushad Khan,Batsman,"2,00,00,000"
527,Subramaniam Badrinath,Batsman,"1,00,00,000"
528,Shishir Bhavane,Batsman,"10,00,000"
529,Kevin Pietersen,Batsman,"2,00,00,000"
530,Ravi Bopara,All-Rounder,"1,00,00,000"
531,Ross Taylor,Batsman,"2,00,00,000"
532,Rahul Sharma,Bowler,"1,90,00,000"
533,Laxmi Ratan Shukla,All-Rounder,"1,50,00,000"
534,Wayne Parnell,Bowler,"1,00,00,000"
535,Shahbaz Nadeem,Bowler,"2,00,00,000"
536,Rahul Shukla,Bowler,"1,00,00,000"
537,HS Sharath,Bowler,"10,00,000"
538,Milind Kumar,Batsman,"10,00,000"
539,George Bailey,Batsman,"1,00,00,000"
540,Virender Sehwag,Batsman,"1,00,00,000"
541,Wriddhiman Saha,Wicket Keeper,"1,00,00,000"
542,Shaun Marsh,Batsman,"1,00,00,000"
543,Cheteshwar Pujara,Batsman,"1,90,00,000"
544,Beuran Hendricks,Bowler,"1,80,00,000"
545,Lakshmipathy Balaji,Bowler,"1,80,00,000"
546,Gurkirat Singh Mann,Batsman,"1,30,00,000"
547,Murali Kartik,Bowler,"1,00,00,000"
548,Mandeep Hardev Singh,All-Rounder,"2,00,00,000"
549,Akshar Rajesh Patel,All-Rounder,"2,00,00,000"
550,Parvinder Awana,Bowler,"2,00,00,000"
551,Shardul Narendra Thakur,Bowler,"1,00,00,000"
552,Shivam Sharma,Bowler,"10,00,000"
553,Karanveer Singh,All-Rounder,"10,00,000"
554,Jacques Kallis,All-Rounder,"2,00,00,000"
555,Morne Morkel,Bowler,"1,00,00,000"
556,Patrick Cummins,Bowler,"1,00,00,000"
557,Ryan Ten Doeschate,All-Rounder,"1,00,00,000"
558,Suryakumar Yadav,Batsman,"2,00,00,000"
559,Andre Russell,All-Rounder,"2,00,00,000"
560,Manvinder Bisla,Wicket Keeper,"2,00,00,000"
561,Veer Pratap Singh,Bowler,"1,00,00,000"
562,Debabrata Das,Wicket Keeper,"1,00,00,000"
563,Sayan Sekhar Mandal,All-Rounder,"10,00,000"
564,Michael Hussey,Batsman,"1,00,00,000"
565,Corey Anderson,All-Rounder,"1,00,00,000"
566,Aditya Tare,Wicket Keeper,"1,60,00,000"
567,Jasprit Bumrah,Bowler,"1,20,00,000"
568,Jalaj Saxena,All-Rounder,"2,00,00,000"
569,Marchant De Lange,Bowler,"1,00,00,000"
570,Krismar Santokie,Bowler,"1,00,00,000"
571,Ben Dunk,Wicket Keeper,"1,00,00,000"
572,Pawan Suyal,Bowler,"10,00,000"
573,Sushant Marathe,Wicket Keeper,"10,00,000"
574,Brad Hodge,Batsman,"1,00,00,000"
575,Abhishek Nayar,All-Rounder,"1,00,00,000"
576,Ben Cutting,Bowler,"2,00,00,000"
577,Unmukt Chand,Batsman,"2,00,00,000"
578,Iqbal Abdullah,All-Rounder,"2,00,00,000"
579,Dishant Yagnik,Wicket Keeper,"1,00,00,000"
580,Kevon Cooper,All-Rounder,"1,00,00,000"
581,Ankit Nagendra Sharma,Bowler,"10,00,000"
582,Albie Morkel,All-Rounder,"1,00,00,000"
583,Ashok Dinda,Bowler,"1,50,00,000"
584,Muttiah Muralitharan,Bowler,"1,00,00,000"
585,Ravi Rampaul,Bowler,"2,00,00,000"
586,Nic Maddinson,Batsman,"2,00,00,000"
587,Vijay Zol,Batsman,"1,00,00,000"
588,Abu Nechim Ahmed,Bowler,"1,00,00,000"
589,Sachin Rana,Bowler,"1,00,00,000"
590,Shadab Jakati,Bowler,"1,00,00,000"
591,Tanmay Mishra,Batsman,"10,00,000"
592,Parveez Rasool,All-Rounder,"2,00,00,000"
593,Venugopal Rao,Batsman,"2,00,00,000"
594,Naman Ojha,Wicket Keeper,"2,00,00,000"
595,Brendan Taylor,Wicket Keeper,"1,00,00,000"
596,Prasanth Parameswaran,Bowler,"1,00,00,000"
597,Amit Paunikar,Wicket Keeper,"1,00,00,000"
598,Ashish Reddy,Bowler,"1,00,00,000"
599,Srikkanth Anirudha,Batsman,"1,00,00,000"
600,Chama Milind,Bowler,"10,00,000"
601,Manprit Juneja,Batsman,"10,00,000"
602,Johan Botha,All-Rounder,"1,00,00,000"
603,Jesse Ryder,All-Rounder,"1,00,00,000"
604,Jeevan Mendis,All-Rounder,"2,00,00,000"
605,Luke Pomersbach,Batsman,"1,00,00,000"
606,Sachithra Senanayaka,All-Rounder,"2,00,00,000"
607,Ryan McLaren,Bowler,"2,00,00,000"
608,Ricky Ponting,Batsman,"3,00,00,000"
609,Philip Hughes,Batsman,"100,000"
610,Jacob Oram,All-Rounder,"2,00,00,000"
611,Ajantha Mendis,Bowler,"2,00,00,000"
612,Kane Richardson,Bowler,"2,00,00,000"
613,Michael Clarke,Batsman,"1,00,00,000"
614,James Faulkner,All-Rounder,"1,00,00,000"
615,Fidel Edwards,Bowler,"1,00,00,000"
616,Kusal Janith Perera,Wicket Keeper,"1,00,00,000"
617,Rudra Pratap Singh,Bowler,"1,00,00,000"
618,Pankaj Singh,Bowler,"150,000"
619,Christopher Barnwell,All-Rounder,"2,00,00,000"
620,Thisara Perera,All-Rounder,"2,00,00,000"
621,Sudeep Tyagi,Bowler,"100,000"
622,Clinton McKay,Bowler,"100,000"
623,Nathan McCullum,Bowler,"100,000"
624,AB de Villiers,Wicketkeeper Batter,"2,00,00,000"
625,Aakash Chopra,Batter,"2,00,00,000"
626,Aarya Desai,Batsman,"2,00,00,000"
627,Abhinav Mukund,Batter,"2,00,00,000"
628,Abhishek Jhunjhunwala,Batter,"2,00,00,000"
629,Abishek Porel,Wicketkeeper Batter,"2,00,00,000"
630,Adam Gilchrist,Wicketkeeper Batter,"2,00,00,000"
631,Akshath Reddy,Batter,"2,00,00,000"
632,Ankeet Chavan,Batter,"2,00,00,000"
633,Arun Karthik,Batter,"2,00,00,000"
634,Aryaman Birla,Batter,"2,00,00,000"
635,Asad Pathan,Batter,"2,00,00,000"
636,BR Sharath,Wicketkeeper Batter,"2,00,00,000"
637,Bharat Chipli,Batter,"2,00,00,000"
638,Brad Haddin,Wicketkeeper Batter,"2,00,00,000"
639,C Hari Nishaanth,Batter,"2,00,00,000"
640,Cameron White,Batter,"2,00,00,000"
641,Chidhambaram Gautam,Wicketkeeper Batter,"2,00,00,000"
642,Davy Jacobs,Wicketkeeper Batter,"2,00,00,000"
643,Dhruv Shorey,Batter,"2,00,00,000"
644,Dwaraka Ravi Teja,Batter,"2,00,00,000"
645,Eklavya Dwivedi,Wicketkeeper,"2,00,00,000"
646,Faiz Fazal,Batter,"2,00,00,000"
647,Graeme Smith,Batter,"2,00,00,000"
648,Gurkeerat Mann Singh,Batter,"2,00,00,000"
649,Harpreet Singh,Batter,"2,00,00,000"
650,Harvik Desai,Wicketkeeper Batter,"2,00,00,000"
651,Hashim Amla,Batter,"2,00,00,000"
652,Herschelle Gibbs,Batter,"2,00,00,000"
653,Jake Fraser-McGurk,Bowler,"2,00,00,000"
654,Johnson Charles,WK-Batsman,"2,00,00,000"
655,Josh Philippe,Wicketkeeper Batter,"2,00,00,000"
656,K.S Bharat,Wicketkeeper Batter,"2,00,00,000"
657,Kumar Sangakkara,Wicketkeeper Batter,"2,00,00,000"
658,Kushal Janith Perera,Wicketkeeper Batter,"2,00,00,000"
659,Lendl Simmons,Batter,"2,00,00,000"
660,MS Dhoni,Wicketkeeper Batter,"4,00,00,000"
661,Mahela Jayawardene,Batter,"2,00,00,000"
662,Mahesh Rawat,Wicketkeeper Batter,"2,00,00,000"
663,Manpreet Juneja,Batter,"2,00,00,000"
664,Matthew William Short,Batter,"2,00,00,000"
665,Mithun Manhas,Batter,"2,00,00,000"
666,Mohammad Kaif,Batter,"2,00,00,000"
667,Mohammed Azharuddeen,Wicketkeeper Batter,"2,00,00,000"
668,Narayan Jagadeesan,Wicketkeeper Batter,"2,00,00,000"
669,Nikhil Naik,Wicketkeeper Batter,"2,00,00,000"
670,Nitin Saini,Batter,"2,00,00,000"
671,Owais Shah,Batter,"2,00,00,000"
672,Paul Valthaty,Batter,"2,00,00,000"
673,Pradeep Sahu,Batter,"2,00,00,000"
674,Quinton de Kock,Wicketkeeper Batter,"2,00,00,000"
675,Rahmanullah Gurbaz,Batter,"2,00,00,000"
676,Rahul Dravid,Batter,"2,00,00,000"
677,Rishabh Pant,Wicketkeeper Batter,"2,00,00,000"
678,Rohit Sharma,Batter,"4,00,00,000"
679,Ruturaj Gaikwad,Batter,"2,00,00,000"
680,Sachin Tendulkar,Batter,"4,00,00,000"
681,Siddharth Chitnis,Batter,"2,00,00,000"
682,Siddhesh Lad,Batter,"2,00,00,000"
683,Sunny Singh,Batter,"2,00,00,000"
684,Sunny Sohal,Batter,"2,00,00,000"
685,Suresh Raina,Batter,"3,00,00,000"
686,Suryansh Shedge,Batter,"2,00,00,000"
687,Suyash S Prabhudessai,Batter,"2,00,00,000"
688,Tanmay Srivastava,Batter,"2,00,00,000"
689,Thalaivan Sargunam,Batter,"2,00,00,000"
690,Virat Kohli,Batter,"4,00,00,000"